Pub_ID,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,"""Form""",Record_ID,Notes
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Pseudoficalbia,quadrimaculata,null,null,sp0000001419,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,albescens,null,null,sp0000001420,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,albosternopleura,null,null,sp0000001421,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,amiensis,null,null,sp0000001422,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,antennalis,null,null,sp0000001423,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,argyrotarsis,null,null,sp0000001424,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,barnesi,null,null,sp0000001425,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,campestris,null,null,sp0000001426,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,civinskii,null,null,sp0000001427,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,clara,null,null,sp0000001428,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,fimbriata,null,null,sp0000001429,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,gerdae,null,null,sp0000001430,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,lateralis,null,null,sp0000001431,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,moresbyensis,null,null,sp0000001432,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,neotibialis,null,null,sp0000001433,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,nivipes,null,null,sp0000001434,
pub0000000061,Anophelinae,Null,Anopheles,Cellia,novaguinensis,alticola,null,sp0000001435,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,novaguinensis,null,null,sp0000001436,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,paralateralis,null,null,sp0000001437,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,paranovaguinensis,null,null,sp0000001438,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,pygmaea,null,null,sp0000001439,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,setosa,null,null,sp0000001440,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,sexaueri,null,null,sp0000001441,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,solomonis,null,null,sp0000001442,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,subtibioclada,null,null,sp0000001443,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,tibialis,null,null,sp0000001444,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,tibioclada,null,null,sp0000001445,
pub0000000061,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,wysockii,null,null,sp0000001446,
pub0000000061,Culicinae,Sabethini,Wyeomyia,Wyeomyia,mitchellii,null,null,sp0000001447,
pub0000000062,Culicinae,Culicini,Culex,Culex,pipiens,null,pipiens,sp0000001448,
pub0000000062,Culicinae,Culicini,Culex,Culex,theileri,null,null,sp0000001449,
pub0000000059,Culicinae,Aedini,Aedes,Stegomyia,kesseli,null,null,sp0000001450,
pub0000000059,Culicinae,Aedini,Aedes,Stegomyia,tongae,tongae,null,sp0000001451,
pub0000000059,Culicinae,Aedini,Aedes,Stegomyia,tongae,tabu,null,sp0000001452,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,aranoides,null,null,sp0000001453,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,ceylonensis,null,null,sp0000001454,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,coonorensis,null,null,sp0000001455,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,tenax,null,null,sp0000001456,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,nepenthis,null,null,sp0000001457,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,nepenthisimilis,null,null,sp0000001458,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,affinis,null,null,sp0000001459,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,dofleini,null,null,sp0000001460,
pub0000000064,Culicinae,Sabethini,Tripteroides,Rachionotomyia,edwardsi,null,null,sp0000001461,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,apoensis,null,null,sp0000001462,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,barraudi,null,null,sp0000001463,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,christophersi,null,null,sp0000001464,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,mircocala,null,null,sp0000001465,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,nepenthicola,null,null,sp0000001466,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,roxasi,null,null,sp0000001467,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,werneri,null,null,sp0000001468,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,belkini,null,null,sp0000001469,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,delpilari,null,null,sp0000001470,
pub0000000064,Culicinae,Sabethini,Tripteroides,Tricholeptomyia,mabinii,null,null,sp0000001471,
pub0000000062,Culicinae,Culicini,Culex,Culex,perexiguus,null,null,sp0000001472,
pub0000000062,Culicinae,Culicini,Culex,Culex,pipiens,null,molestus,sp0000001473,
pub0000000062,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001474,
pub0000000062,Anophelinae,Null,Anopheles,Anopheles,marteri,null,null,sp0000001475,
pub0000000062,Culicinae,Culicini,Culex,Culex,sitiens,null,null,sp0000001476,
pub0000000062,Culicinae,Culicini,Culex,Culex,tritaeniorhynchus,null,null,sp0000001477,
pub0000000062,Anophelinae,Null,Anopheles,Anopheles,hyrcanus,null,null,sp0000001478,
pub0000000062,Anophelinae,Null,Anopheles,Anopheles,claviger,null,null,sp0000001479,
pub0000000062,Anophelinae,Null,Anopheles,Anopheles,maculipennis,null,null,sp0000001480,
pub0000000062,Anophelinae,Null,Anopheles,Cellia,apoci,null,null,sp0000001481,
pub0000000062,Anophelinae,Null,Anopheles,Anopheles,plumbeus,null,null,sp0000001482,
pub0000000062,Culicinae,Aedini,Aedes,Ochlerotatus,caspius,null,null,sp0000001483,
pub0000000062,Anophelinae,Null,Anopheles,Cellia,stephensi,null,null,sp0000001484,
pub0000000062,Culicinae,Culicini,Culex,Culex,mimeticus,null,null,sp0000001485,
pub0000000062,Anophelinae,Null,Anopheles,Cellia,superpictus,null,null,sp0000001486,
pub0000000062,Anophelinae,Null,Anopheles,Cellia,dthali,null,null,sp0000001487,
pub0000000062,Anophelinae,Null,Anopheles,Cellia,fluviatilis,null,null,sp0000001488,
pub0000000066,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001489,
pub0000000065,Anophelinae,Null,Anopheles,Cellia,aconitus,null,null,sp0000001490,
pub0000000065,Anophelinae,Null,Anopheles,Cellia,culicifacies,null,null,sp0000001491,
pub0000000065,Anophelinae,Null,Anopheles,Cellia,jeyporiensis,null,null,sp0000001492,
pub0000000065,Anophelinae,Null,Anopheles,Cellia,minimus,null,null,sp0000001493,
pub0000000065,Anophelinae,Null,Anopheles,Cellia,pampanai,null,null,sp0000001494,
pub0000000065,Anophelinae,Null,Anopheles,Cellia,varuna,null,null,sp0000001495,
pub0000000067,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001496,
pub0000000067,Culicinae,Culisetini,Culiseta,Climacura,melanura,null,null,sp0000001497,
pub0000000068,Culicinae,Culisetini,Culiseta,Climacura,melanura,null,null,sp0000001498,
pub0000000068,Culicinae,Culisetini,Culiseta,Culicella,morsitans,null,null,sp0000001499,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Pseudoficalbia,jacksoni,null,null,sp0000001500,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Pseudoficalbia,nivipleura,null,null,sp0000001501,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Pseudoficalbia,ohamai,null,null,sp0000001502,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Pseudoficalbia,yaeyamana,null,null,sp0000001503,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,annandalei,null,null,sp0000001504,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,lateralis,null,null,sp0000001505,
pub0000000069,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,macfarlanei,null,null,sp0000001506,
pub0000000070,Culicinae,Aedini,Aedes,Protomacleaya,triseriatus,null,null,sp0000001507,
pub0000000070,Culicinae,Aedini,Aedes,Protomacleaya,hendersoni,null,null,sp0000001508,
pub0000000070,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001509,
pub0000000070,Culicinae,Aedini,Aedes,Ochlerotatus,nigromaculis,null,null,sp0000001510,
pub0000000070,Culicinae,Aedini,Aedes,Ochlerotatus,sticticus,null,null,sp0000001511,
pub0000000070,Culicinae,Aedini,Aedes,Ochlerotatus,trivittatus,null,null,sp0000001512,
pub0000000070,Culicinae,Culicini,Culex,Culex,salinarius,null,null,sp0000001513,
pub0000000070,Culicinae,Culicini,Culex,Culex,tarsalis,null,null,sp0000001514,
pub0000000070,Culicinae,Culicini,Culex,Subgenus Uncertain 2,inornata,null,null,sp0000001515,
pub0000000071,Culicinae,Culicini,Culex,Culex,pipiens,null,null,sp0000001516,
pub0000000071,Culicinae,Culicini,Culex,Culex,restuans,null,null,sp0000001517,
pub0000000071,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001518,
pub0000000072,Culicinae,Aedini,Aedes,Aedimorphus,ochraceus,null,null,sp0000001519,
pub0000000072,Culicinae,Aedini,Aedes,Neomelaniconion,mcintoshi,null,null,sp0000001520,
pub0000000072,Culicinae,Aedini,Aedes,Mucidus,sudanensis,null,null,sp0000001521,
pub0000000072,Culicinae,Mansoniini,Mansonia,Mansonioides,uniformis,null,null,sp0000001522,
pub0000000072,Culicinae,Mansoniini,Mansonia,Mansonioides,africana,null,null,sp0000001523,
pub0000000073,Anophelinae,Null,Anopheles,Nyssorhynchus,marajoara,null,null,sp0000001524,
pub0000000073,Anophelinae,Null,Anopheles,Nyssorhynchus,darlingi,null,null,sp0000001525,
pub0000000073,Anophelinae,Null,Anopheles,Nyssorhynchus,nuneztovari,null,null,sp0000001526,
pub0000000073,Anophelinae,Null,Anopheles,Nyssorhynchus,triannulatus,null,null,sp0000001527,
pub0000000075,Culicinae,Aedini,Aedes,Geoskusea,baisasi,null,null,sp0000001528,
pub0000000077,Anophelinae,Null,Anopheles,Anopheles,claviger,null,null,sp0000001529,
pub0000000077,Anophelinae,Null,Anopheles,Anopheles,maculipennis,null,null,sp0000001530,
pub0000000077,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,richiardii,null,null,sp0000001531,
pub0000000077,Culicinae,Culisetini,Culiseta,Culiseta,annulata,null,null,sp0000001532,
pub0000000077,Culicinae,Aedini,Aedes,Ochlerotatus,detritus,null,null,sp0000001533,
pub0000000077,Culicinae,Culicini,Culex,Barraudius,modestus,null,null,sp0000001534,
pub0000000077,Culicinae,Culicini,Culex,Culex,pipiens,null,pipiens,sp0000001535,
pub0000000077,Culicinae,Culisetini,Culiseta,Culicella,morsitans,null,null,sp0000001536,
pub0000000078,Anophelinae,Null,Anopheles,Anopheles,atroparvus,null,null,sp0000001537,
pub0000000078,Anophelinae,Null,Anopheles,Anopheles,messeae,null,null,sp0000001538,
pub0000000080,Culicinae,Aedini,Aedes,Ochlerotatus,taeniorhynchus,null,null,sp0000001539,
pub0000000080,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001540,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,abserratus,null,null,sp0000001541,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,aurifer,null,null,sp0000001542,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,canadensis,null,null,sp0000001543,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,cantator,null,null,sp0000001544,
pub0000000081,Culicinae,Aedini,Aedes,Aedes,cinereus,null,null,sp0000001545,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,communis,null,null,sp0000001546,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,excrucians,null,null,sp0000001547,
pub0000000081,Culicinae,Aedini,Aedes,Hulecoeteomyia,japonicus,null,null,sp0000001548,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,sollicitans,null,null,sp0000001549,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,sticticus,null,null,sp0000001550,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,stimulans,null,null,sp0000001551,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,taeniorhynchus,null,null,sp0000001552,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,thibaulti,null,null,sp0000001553,
pub0000000081,Culicinae,Aedini,Aedes,Protomacleaya,triseriatus,null,null,sp0000001554,
pub0000000081,Culicinae,Aedini,Aedes,Ochlerotatus,trivittatus,null,null,sp0000001555,
pub0000000081,Anophelinae,Null,Anopheles,Anopheles,barberi,null,null,sp0000001556,
pub0000000081,Anophelinae,Null,Anopheles,Anopheles,punctipennis,null,null,sp0000001557,
pub0000000081,Anophelinae,Null,Anopheles,Anopheles,quadrimaculatus,null,null,sp0000001558,
pub0000000081,Anophelinae,Null,Anopheles,Anopheles,walkeri,null,null,sp0000001559,
pub0000000081,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,perturbans,null,null,sp0000001560,
pub0000000081,Culicinae,Culicini,Culex,Neoculex,territans,null,null,sp0000001561,
pub0000000081,Culicinae,Aedini,Psorophora,Janthinosoma,ferox,null,null,sp0000001562,
pub0000000081,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia,sapphirina,null,null,sp0000001563,
pub0000000082,Culicinae,Aedini,Aedes,Aedimorphus,hirsutus,null,null,sp0000001564,
pub0000000082,Culicinae,Aedini,Aedes,Aedimorphus,ochraceus,null,null,sp0000001565,
pub0000000082,Culicinae,Aedini,Aedes,Mucidus,sudanensis,null,null,sp0000001566,
pub0000000082,Anophelinae ,Null,Anopheles,Cellia,gambiae,null,sensu lato,sp0000001567,
pub0000000082,Anophelinae ,Null,Anopheles,Cellia,pharoensis,null,null,sp0000001568,
pub0000000082,Culicinae,Culicini,Culex,Culex,antennatus,null,null,sp0000001569,
pub0000000082,Culicinae,Culicini,Culex,Oculeomyia,poicilipes,null,null,sp0000001570,
pub0000000082,Culicinae,Culicini,Culex,Culex,thalassius,null,null,sp0000001571,
pub0000000082,Culicinae,Culicini,Culex,Culex,tritaeniorhynchus,null,null,sp0000001572,
pub0000000082,Culicinae,Culicini,Culex,Culex,univittatus,null,null,sp0000001573,
pub0000000083,Culicinae,Culicini,Culex,Culex,annulirostris,null,null,sp0000001574,
pub0000000085,Culicinae,Culicini,Culex,Culex,annulirostris,null,null,sp0000001575,
pub0000000088,Culicinae,Aedini,Aedes,Stegomyia,albopictus ,null,null,sp0000001576,
pub0000000088,Culicinae,Aedini,Aedes,Stegomyia,flavopictus,null,null,sp0000001577,
pub0000000088,Culicinae,Aedini,Aedes,Hulecoeteomyia,japonicus,null,null,sp0000001578,
pub0000000088,Culicinae,Aedini,Aedes,Downsiomyia,nipponicus,null,null,sp0000001579,
pub0000000088,Culicinae,Aedini,Armigeres,Armigeres,subalbatus,null,null,sp0000001580,
pub0000000088,Culicinae,Culicini,Culex,Culex,tritaeniorhynchus,null,null,sp0000001581,
pub0000000086,Culicinae,Aedini,Aedes,Stegomyia,aegypti,null,null,sp0000001582,
pub0000000086,Culicinae,Aedini,Aedes,Neomelaniconion,lineatopennis,null,null,sp0000001583,
pub0000000086,Culicinae,Aedini,Aedes,Pseudoskusea,multiplex,null,null,sp0000001584,
pub0000000086,Culicinae,Aedini,Aedes,Rampamyia,notoscriptus,null,null,sp0000001585,
pub0000000086,Culicinae,Aedini,Aedes,Ochlerotatus,procax,null,null,sp0000001586,
pub0000000086,Culicinae,Aedini,Aedes,Ochlerotatus,vigilax,null,null,sp0000001587,
pub0000000086,Anophelinae,Null,Anopheles,Cellia,annulipes,null,null,sp0000001588,
pub0000000086,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,linealis,null,null,sp0000001589,
pub0000000086,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,xanthogaster,null,null,sp0000001590,
pub0000000086,Culicinae,Culicini,Culex,Culex,annulirostris,null,null,sp0000001591,
pub0000000086,Culicinae,Culicini,Culex,Culex,australicus,null,null,sp0000001592,
pub0000000086,Culicinae,Culicini,Lutzia,Metalutzia,halifaxii,null,null,sp0000001593,
pub0000000086,Culicinae,Culicini,Culex,Lophoceraomyia,hilli,null,null,sp0000001594,
pub0000000086,Culicinae,Culicini,Culex,Nomina Dubia 3,molestus,null,null,sp0000001595,
pub0000000086,Culicinae,Culicini,Culex,Lophoceraomyia,orbostiensis,null,null,sp0000001596,
pub0000000086,Culicinae,Culicini,Culex,Culiciomyia,pullus,null,null,sp0000001597,
pub0000000086,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001598,
pub0000000086,Culicinae,Culicini,Culex,Culex,sitiens,null,null,sp0000001599,
pub0000000086,Culicinae,Mansoniini,Mansonia,Mansonioides,uniformis,null,null,sp0000001600,
pub0000000086,Culicinae,Aedini,Verrallina,Verrallina,carmenti,null,null,sp0000001601,
pub0000000086,Culicinae,Aedini,Verrallina,Verrallina,funerea,null,null,sp0000001602,
pub0000000093,Culicinae,Aedini,Aedes,Stegomyia,albopictus ,null,null,sp0000001603,
pub0000000093,Culicinae,Aedini,Aedes,Ochlerotatus,crinifer,null,null,sp0000001604,
pub0000000093,Culicinae,Aedini,Aedes,Georgecraigius,fluviatilis,null,null,sp0000001605,
pub0000000093,Culicinae,Aedini,Aedes,Ochlerotatus,scapularis,null,null,sp0000001606,
pub0000000093,Culicinae,Aedini,Aedes,Ochlerotatus,serratus,null,null,sp0000001607,
pub0000000093,Anophelinae,Null,Anopheles,Nyssorhynchus,strodei,null,null,sp0000001608,
pub0000000093,Culicinae,Mansoniini,Coquillettidia,Rhynchotaenia,venezuelensis,null,null,sp0000001609,
pub0000000093,Culicinae,Culicini,Culex,Culex,chidesteri,null,null,sp0000001610,
pub0000000093,Culicinae,Culicini,Culex,Culex,coronator,null,group,sp0000001611,
pub0000000093,Culicinae,Culicini,Culex,Culex,nigripalpus,null,null,sp0000001612,
pub0000000093,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001613,
pub0000000093,Culicinae,Culicini,Culex,null,spp,null,null,sp0000001614,Melanoconion Section
pub0000000093,Culicinae,Aedini,Psorophora,Janthinosoma,ferox,null,null,sp0000001615,
pub0000000094,Culicinae,Aedini,Aedes,Aedes,cinereus,null,null,sp0000001616,
pub0000000094,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001617,
pub0000000094,Culicinae,Aedini,Aedes,Ochlerotatus,cantator,null,null,sp0000001618,
pub0000000094,Culicinae,Aedini,Aedes,Ochlerotatus,sollicitans,null,null,sp0000001619,
pub0000000094,Culicinae,Aedini,Aedes,Protomacleaya,triseriatus,null,null,sp0000001620,
pub0000000094,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,perturbans,null,null,sp0000001621,
pub0000000094,Culicinae,Culicini,Culex,Culex,salinarius,null,null,sp0000001622,
pub0000000094,Culicinae,Culicini,Culex,Culex,restuans,null,null,sp0000001623,
pub0000000094,Culicinae,Culicini,Culex,Culex,pipiens,null,null,sp0000001624,
pub0000000097,Anophelinae,Null,Anopheles,Anopheles,vestitipennis,null,null,sp0000001625,
pub0000000097,Anophelinae,Null,Anopheles,Nyssorhynchus,darlingi,null,null,sp0000001626,
pub0000000097,Anophelinae,Null,Anopheles,Nyssorhynchus,albimanus,null,null,sp0000001627,
pub0000000097,Anophelinae,Null,Anopheles,Anopheles,punctimacula,null,null,sp0000001628,
pub0000000099,Culicinae,Aedini,Aedes,Stegomyia,albopictus ,null,null,sp0000001629,
pub0000000098,Culicinae,Culicini,Culex,Culex,perexiguus,null,null,sp0000001630,
pub0000000098,Culicinae,Culicini,Culex,Culex,pipiens,null,null,sp0000001631,
pub0000000093,Culicinae,Culicini,Culex,null,spp,null,null,sp0000001632,
pub0000000101,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001633,
pub0000000102,Culicinae,Culicini,Culex,Culex,tarsalis,null,null,sp0000001634,
pub0000000106,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001635,
pub0000000106,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,perturbans,null,null,sp0000001636,
pub0000000106,Culicinae,Culicini,Culex,Melanoconion,erraticus,null,null,sp0000001637,
pub0000000104,Anophelinae,Null,Anopheles,Anopheles,claviger,null,null,sp0000001638,
pub0000000104,Anophelinae,Null,Anopheles,Anopheles,messeae,null,null,sp0000001639,
pub0000000104,Culicinae,Aedini,Aedes,Ochlerotatus,caspius,null,null,sp0000001640,
pub0000000104,Culicinae,Aedini,Aedes,Aedes,cinereus,null,null,sp0000001641,
pub0000000104,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001642,
pub0000000104,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,richiardii,null,null,sp0000001643,
pub0000000104,Culicinae,Culicini,Culex,Barraudius,modestus,null,null,sp0000001644,
pub0000000104,Culicinae,Culicini,Culex,Culex,pipiens,pipiens,null,sp0000001645,
pub0000000104,Culicinae,Culisetini,Culiseta,Culiseta,annulata,null,null,sp0000001646,
pub0000000104,Culicinae,Aedini,Aedes,Ochlerotatus,flavescens,null,null,sp0000001647,
pub0000000107,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001648,
pub0000000107,Culicinae,Aedini,Aedes,Stegomyia,aegypti,null,null,sp0000001649,
pub0000000107,Culicinae,Aedini,Aedes,Stegomyia,albopictus ,null,null,sp0000001650,
pub0000000107,Culicinae,Aedini,Aedes,Aedimorphus,vexans,nocturnus,null,sp0000001651,
pub0000000105,Culicinae,Aedini,Aedes,Ochlerotatus,excrucians,null,null,sp0000001652,
pub0000000105,Culicinae,Aedini,Aedes,Protomacleaya,triseriatus,null,null,sp0000001653,
pub0000000105,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001654,
pub0000000105,Culicinae,Aedini,Aedes,Ochlerotatus,canadensis,null,null,sp0000001655,
pub0000000105,Culicinae,Aedini,Aedes,Ochlerotatus,flavescens,null,null,sp0000001656,
pub0000000105,Culicinae,Culisetini,Culiseta,Culiseta,inornata,null,null,sp0000001657,
pub0000000105,Culicinae,Mansoniini,Coquillettidia,Coquillettidia,perturbans,null,null,sp0000001658,
pub0000000105,Culicinae,Culicini,Culex,Culex,tarsalis,null,null,sp0000001659,
pub0000000105,Culicinae,Culicini,Culex,Culex,pipiens,null,null,sp0000001660,
pub0000000105,Culicinae,Aedini,Aedes,Ochlerotatus,dorsalis,null,null,sp0000001661,
pub0000000110,Anophelinae,Null,Anopheles,Cellia,gambiae,null,null,sp0000001662,
pub0000000110,Anophelinae,Null,Anopheles,Cellia,funestus,null,null,sp0000001663,
pub0000000112,Anophelinae,Null,Anopheles,Cellia,arabiensis,null,null,sp0000001664,
pub0000000112,Anophelinae,Null,Anopheles,Cellia,marshalli,null,null,sp0000001665,
pub0000000112,Anophelinae,Null,Anopheles,Cellia,garnhami,null,null,sp0000001666,
pub0000000112,Anophelinae,Null,Anopheles,Cellia,pharoensis,null,null,sp0000001667,
pub0000000112,Anophelinae,Null,Anopheles,Anopheles,tenebrosus,null,null,sp0000001668,
pub0000000112,Anophelinae,Null,Anopheles,Cellia,funestus,null,group,sp0000001669,
pub0000000113,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001670,
pub0000000113,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001671,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,madrensis,null,null,sp0000001672,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,lanyuensis,null,null,sp0000001673,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,siamensis,null,null,sp0000001674,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,wilsoni,null,null,sp0000001675,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,albipes,null,null,sp0000001676,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,andamanensis,null,null,sp0000001677,
pub0000000114,Culicinae,Orthopodomyiini,Orthopodomyia,null,anopheloides,null,null,sp0000001678,
pub0000000115,Culicinae,Sabethini,Johnbelkinia,null,ulopus,null,null,sp0000001679,
pub0000000115,Culicinae,Sabethini,Johnbelkinia,null,longipes,null,null,sp0000001680,
pub0000000111,Culicinae,Aedini,Aedes,Protomacleaya,triseriatus,null,null,sp0000001681,
pub0000000111,Culicinae,Aedini,Aedes,Aedimorphus,vexans,null,null,sp0000001682,
pub0000000111,Anophelinae,Null,Anopheles,Anopheles,quadrimaculatus,null,null,sp0000001683,
pub0000000111,Culicinae,Culicini,Culex,Culex,pipiens,null,null,sp0000001684,
pub0000000111,Culicinae,Culicini,Culex,Culex,pipiens/molestus,null,hybrid,sp0000001685,hybrid
pub0000000111,Culicinae,Culicini,Culex,Culex,pipiens/quinquefasciatus,null,hybrid,sp0000001686,hybrid
pub0000000111,Culicinae,Culicini,Culex,Culex,quinquefasciatus,null,null,sp0000001687,
pub0000000111,Culicinae,Culicini,Culex,Culex,restuans,null,null,sp0000001688,
pub0000000116,Culicinae,Culicini,Culex,Melanoconion,erraticus,null,null,sp0000001689,
pub0000000117,Anophelinae,Null,Anopheles,Nyssorhynchus,albimanus,null,null,sp0000001690,
pub0000000117,Anophelinae,Null,Anopheles,Nyssorhynchus,darlingi,null,null,sp0000001691,
pub0000000117,Anophelinae,Null,Anopheles,Anopheles,crucians,null,null,sp0000001692,
pub0000000117,Anophelinae,Null,Anopheles,Kerteszia,neivai,null,null,sp0000001693,
pub0000000117,Anophelinae,Null,Anopheles,Anopheles,pseudopunctipennis,null,null,sp0000001694,
pub0000000117,Anophelinae,Null,Anopheles,Anopheles,punctimacula,null,null,sp0000001695,
pub0000000117,Anophelinae,Null,Anopheles,Anopheles,vestitipennis,null,null,sp0000001696,
pub0000000120,Culicinae,Culicini,Culex,Melanoconion,atratus,null,null,sp0000001697,
pub0000000120,Culicinae,Culicini,Culex,Melanoconion,pilosus,null,null,sp0000001698,
pub0000000124,Culicinae,Aedini,Aedes,Ochlerotatus,angustivittatus,null,null,sp0000001699,
pub0000000124,Anophelinae,Null,Anopheles,Anopheles,forattinii,null,null,sp0000001700,
pub0000000124,Culicinae,Culicini,Culex,Melanoconion,isabelae,null,null,sp0000001701,
pub0000000124,Culicinae,Culicini,Culex,Melanoconion,ocossa,null,null,sp0000001702,
pub0000000124,Culicinae,Culicini,Culex,Anoedioporpa,conservator,null,null,sp0000001703,
